query_name,taxid,scientific_name,rank,lineage,synonyms
Erwinia,551.0,Erwinia,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae,
Erysipelatoclostridium,3025755.0,Thomasclavelia,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Coprobacillaceae,Erysipelatoclostridium
Erysipelatoclostridium ramosum,1547.0,Thomasclavelia ramosa,species,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Coprobacillaceae; Thomasclavelia,Bacillus ramosus; Clostridium ramosum (Veillon and Zuber 1898) Holdeman et al. 1971 (Approved Lists 1980); Erysipelatoclostridium ramosum; Nocardia ramosa
Erysipelotrichaceae,128827.0,Erysipelotrichaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales,
Erysipelotrichaceae incertae sedis,433334.0,Erysipelotrichaceae incertae sedis,no rank,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae,
Erysipelotrichia,526524.0,Erysipelotrichia,class,cellular organisms; Bacteria; Bacillati; Bacillota,
Escherichia,561.0,Escherichia,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae,
Escherichia coli,562.0,Escherichia coli,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,Bacillus coli; Bacterium coli; Bacterium coli commune; Enterococcus coli
Ethanoligenens,253238.0,Ethanoligenens,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Eubacterium,1730.0,Eubacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriaceae,
Eubacterium biforme,,Eubacterium biforme,Unknown,Unknown,
Eubacterium brachy,35517.0,[Eubacterium] brachy,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; unclassified Anaerovoracaceae Incertae Sedis,Eubacterium brachy
Eubacterium coprostanoligenes,290054.0,Eubacterium coprostanoligenes,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriaceae; Eubacterium,
Eubacterium cylindroides,2612929.0,Cylindroides,genus,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Ecdysozoa; Panarthropoda; Arthropoda; Mandibulata; Pancrustacea; Hexapoda; Insecta; Dicondylia; Pterygota; Neoptera; Endopterygota; Coleoptera; Polyphaga; Cucujiformia; Curculionoidea; Anthribidae; Anthribidae incertae sedis,
Eubacterium desmolans,39484.0,Agathobaculum desmolans,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Butyricicoccaceae; Agathobaculum,Butyricicoccus desmolans; Eubacterium desmolans
Eubacterium eligens,39485.0,Lachnospira eligens,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnospira,Eubacterium eligens; Lachnospira eligens (Holdeman and Moore 1974) Garci?a-Lo?pez et al. 2020
Eubacterium fissicatena,290055.0,Faecalicatena fissicatena,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Faecalicatena,Eubacterium fissicatena
Eubacterium hallii,39488.0,Anaerobutyricum hallii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Anaerobutyricum,Eubacterium hallii
Eubacterium limosum,1736.0,Eubacterium limosum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriaceae; Eubacterium,Bacteroides limosus; Butyribacterium limosum; Butyribacterium rettgeri; Mycobacterium limosum
Eubacterium minutum,76124.0,[Eubacterium] minutum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; unclassified Anaerovoracaceae Incertae Sedis,Eubacterium minutum; Eubacterium tardum
Eubacterium nodatum,35518.0,[Eubacterium] nodatum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; unclassified Anaerovoracaceae Incertae Sedis,Eubacterium nodatum
Eubacterium rectale,,Eubacterium rectale,Unknown,Unknown,
Eubacterium ruminantium,42322.0,Eubacterium ruminantium,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriaceae; Eubacterium,
Eubacterium saburreum,467210.0,Lachnoanaerobaculum saburreum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Lachnoanaerobaculum,Catenabacterium saburreum; Eubacterium saburreum; Leptotrichia aerogenes
Eubacterium saphenum,51123.0,[Eubacterium] saphenum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Anaerovoracaceae; unclassified Anaerovoracaceae Incertae Sedis,Eubacterium saphenum
Eubacterium siraeum,39492.0,[Eubacterium] siraeum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Oscillospiraceae incertae sedis,Eubacterium siraeum; Ruminiclostridium siraeum
Eubacterium ventriosum,39496.0,Eubacterium ventriosum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriaceae; Eubacterium,Bacillus ventriosus; Bacteroides ventriosus; Pseudobacterium ventriosum
Eubacterium yurii,39498.0,[Eubacterium] yurii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Filifactoraceae; Peptoanaerobacter,Eubacterium yurii
Eurotiomycetes,147545.0,Eurotiomycetes,class,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta,
Exiguobacterium oxidotolerans,223958.0,Exiguobacterium oxidotolerans,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillales incertae sedis; Bacillales Family XII. Incertae Sedis; Exiguobacterium,
Faecalibacterium,216851.0,Faecalibacterium,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Faecalibacterium prausnitzii,853.0,Faecalibacterium prausnitzii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Faecalibacterium,Bacillus mucosus anaerobius; Bacteroides praussnitzii; Fusobacterium prausnitzii
Ferribacter thermoautotrophicus,416555.0,Thermolithobacter ferrireducens,species,cellular organisms; Bacteria; Bacillati; Bacillota; Thermolithobacteria; Thermolithobacterales; Thermolithobacteraceae; Thermolithobacter,
Fibrobacter succinogenes,833.0,Fibrobacter succinogenes,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Fibrobacterota; Fibrobacteria; Fibrobacterales; Fibrobacteraceae; Fibrobacter,Bacteroides succinogenes; Ruminobacter succinogenes
Filifactor,44259.0,Filifactor,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Filifactoraceae,
Filifactor alocis,143361.0,Filifactor alocis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Filifactoraceae; Filifactor,Fusobacterium alocis
Filobasidium,5209.0,Filobasidium,genus,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Filobasidiales; Filobasidiaceae,
Finegoldia,150022.0,Finegoldia,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae,
Finegoldia magna,1260.0,Finegoldia magna,species,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae; Finegoldia,Finegoldia magna (Pre?vot 1933) Murdoch and Shah 2000; Peptococcus magnus (Pre?vot 1933) Holdeman and Moore 1972 (Approved Lists 1980); Peptostreptococcus magnus
Firmicutes,1783272.0,Bacillati,kingdom,cellular organisms; Bacteria,Firmacutes; Firmicuteota; Firmicutes; Firmicutes corrig. Gibbons and Murray 1978 (Approved Lists 1980); Terrabacteria
Flavisolibacter,398041.0,Flavisolibacter,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Chitinophagia; Chitinophagales; Chitinophagaceae,
Flavobacteriaceae,49546.0,Flavobacteriaceae,family,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales,
Flavobacterium,237.0,Flavobacterium,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae,
Flavonifractor,946234.0,Flavonifractor,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Flavonifractor plautii,292800.0,Flavonifractor plautii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Flavonifractor,Bacillus plauti; Clostridium orbiscindens; Eubacterium plautii; Fusobacterium plauti; Fusobacterium plautii
Fluviicola,332102.0,Fluviicola,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Crocinitomicaceae,
Fretibacterium,1434006.0,Fretibacterium,genus,cellular organisms; Bacteria; Thermotogati; Synergistota; Synergistia; Synergistales; Aminobacteriaceae,
Fretibacterium fastidiosum,651822.0,Fretibacterium fastidiosum,species,cellular organisms; Bacteria; Thermotogati; Synergistota; Synergistia; Synergistales; Aminobacteriaceae; Fretibacterium,
Fucophilus fucoidanolyticus,177412.0,Fucophilus fucoidanolyticus,species,cellular organisms; Bacteria; Pseudomonadati; PVC group; Verrucomicrobiota; Verrucomicrobiia; Verrucomicrobiales; Verrucomicrobiaceae; Fucophilus,
Fusibacter,76008.0,Fusibacter,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriales incertae sedis; Eubacteriales Family XII. Incertae Sedis,
Fusicatenibacter,1407607.0,Fusicatenibacter,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Fusicatenibacter saccharivorans,1150298.0,Fusicatenibacter saccharivorans,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Fusicatenibacter,
Fusobacteria,203490.0,Fusobacteriia,class,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota,Fusobacteria
Fusobacteriaceae,203492.0,Fusobacteriaceae,family,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales,
Fusobacteriales,203491.0,Fusobacteriales,order,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia,
Fusobacterium,848.0,Fusobacterium,genus,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae,
Fusobacterium canifelinum,285729.0,Fusobacterium canifelinum,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,Fusobacterium canium
Fusobacterium mortiferum,850.0,Fusobacterium mortiferum,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,"""Spherophorus ridiculosus"" (sic) Prevot 1948; Bacillus mortiferus; Bacillus necroticus; Bacteroides freundii; Clostridium rectum"
Fusobacterium naviforme,77917.0,Fusobacterium naviforme,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,Fusibacterium naviforme; Fusobacterium naviforme (Jungano 1909) Moore and Holdeman 1970 (Approved Lists 1980); Pseudobacterium naviformis; Ristella naviformis; Zandiella naviformis
Fusobacterium necrophorum,859.0,Fusobacterium necrophorum,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,Acinomyces pseudonecrophorus; Actinomyces necrophorus; Bacillus necrophorus; Bacillus necroseos; Bacillus necrosus
Fusobacterium nucleatum,851.0,Fusobacterium nucleatum,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,Corynebacterium fusiforme; Fusiformis fusiformis; Fusiformis nucleatus; Fusobacterium fusiforme; Fusobacterium plauti-vincenti
Fusobacterium periodonticum,860.0,Fusobacterium periodonticum,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,
Fusobacterium varium,856.0,Fusobacterium varium,species,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium,"""Sphaerophorus pseudonecrophorus"" (Harris and Brown 1927) Prevot 1940; Actinomyces pseudo-necro-phorus; Bacteroides varius; Fusobacterium necrophorum biovar C; Fusobacterium pseudonecrophorum"
Gallibacterium,155493.0,Gallibacterium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae,avian Pasteurella haemolytica complex
Gallicola,162290.0,Gallicola,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Peptoniphilaceae,
Gallionella,96.0,Gallionella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Gallionellaceae,
Gammaproteobacteria,1236.0,Gammaproteobacteria,class,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota,"Proteobacteria gamma subdivision; Pseudomonadia; Purple bacteria, gamma subdivision; gamma proteobacteria; gamma subdivision"
Gardnerella,2701.0,Gardnerella,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae,
Gardnerella vaginalis,2702.0,Gardnerella vaginalis,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Bifidobacteriales; Bifidobacteriaceae; Gardnerella,Corynebacterium vaginale; Haemophilus hemolyticus vaginalis; Haemophilus vaginalis
Gemella,1378.0,Gemella,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae,
Gemella haemolysans,1379.0,Gemella haemolysans,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella,Neisseria haemolysans
Gemella morbillorum,29391.0,Gemella morbillorum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella,Diplococcus morbillorum; Peptostreptococcus morbillorum; Streptococcus morbillorum
Gemella sanguinis,84135.0,Gemella sanguinis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Gemellaceae; Gemella,
Gemellales,,Gemellales,Unknown,Unknown,
Geminicoccus,489140.0,Geminicoccus,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Geminicoccales; Geminicoccaceae,
Gemmiger,204475.0,Gemmiger,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Eubacteriales incertae sedis,
Geobacillus,129337.0,Geobacillus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Anoxybacillaceae,
Geobacter,28231.0,Geobacter,genus,cellular organisms; Bacteria; Pseudomonadati; Thermodesulfobacteriota; Desulfuromonadia; Geobacterales; Geobacteraceae,
Geothrix,44675.0,Geothrix,genus,cellular organisms; Bacteria; Pseudomonadati; Acidobacteriota; Holophagae; Holophagales; Holophagaceae,
Gibberella moniliformis,10236.0,Moniliformis,genus,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Acanthocephala; Archiacanthocephala; Moniliformida; Moniliformidae,
Globicatella,13075.0,Globicatella,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Aerococcaceae,
Glomeraceae,36751.0,Glomeraceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Fungi incertae sedis; Mucoromycota; Glomeromycotina; Glomeromycetes; Glomerales,Glomaceae
Gluconobacter oxydans,442.0,Gluconobacter oxydans,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Acetobacterales; Acetobacteraceae; Gluconobacter,"""Acetobacter melanogenum (sic) var. malto-saccharovorans"" Frateur 1950; ""Acetobacter melanogenum (sic) var. maltovorans"" Frateur 1950; ""Gluconobacter albidus"" (Kondo and Ameyama 1958) Asai et al. 1964; ""Gluconobacter roseus"" (Asai 1935) Asai and Shoda 1958; Acetobacter capsulatum"
Gordonibacter,644652.0,Gordonibacter,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Eggerthellales; Eggerthellaceae,
Granulicatella,117563.0,Granulicatella,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae,
Granulicatella adiacens,46124.0,Granulicatella adiacens,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella,Abiotrophia adiacens; Abiotrophia adjacens; Streptococcus adjacens
Granulicatella elegans,137732.0,Granulicatella elegans,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Carnobacteriaceae; Granulicatella,Abiotrophia elegans
Gulbenkiania,397456.0,Gulbenkiania,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Neisseriales; Chromobacteriaceae,
Gymnopilus,86085.0,Gymnopilus,genus,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetidae; Agaricales; Agaricineae; Hymenogastraceae,
HSV-1,10298.0,Human alphaherpesvirus 1,no rank,Viruses; Duplodnaviria; Heunggongvirae; Peploviricota; Herviviricetes; Herpesvirales; Orthoherpesviridae; Alphaherpesvirinae; Simplexvirus; Simplexvirus humanalpha1,Herpes simplex virus 1; Human herpesvirus 1
